Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Ac_Score,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Similarity,Score_LAG1,Consistency_LEAD1,Joint_LAG1,Dif_consist_LAG1,RegionGo,Similarity_LAG1
142-263,12,142-263PL1,Absent,21775,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,3,0,0,5,0,25,0,4,0,0,19,0,0,0,0,0,14,0,18,0,15,16,0,17,0,24,0,13,0,26,0,27,0,7,0,0,8,0,9,0,28,0,0,23,0,0,22,0,20,0,12,0,0,10,0,0,1,29,21,6,0,11,0,2,15.0,17,Unicorn_Absent,-1,-1,Unicorn_Absent,40,21.0,29,0.2682926829268293,56,0.04543280726924914,0.609375,RS,0.453125,23.0,0.2777777777777778,9.0,0.010695187165775388,RS,0.359375
142-263,13,142-263PL1,Absent,16080,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,3,0,4,16,0,2,0,0,0,0,0,15,0,0,0,0,0,0,11,0,0,14,10,0,0,0,0,0,0,13,0,0,0,12,17,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,6,21.0,11,Unicorn_Absent,-1,-1,Unicorn_Absent,61,28.0,17,0.2777777777777778,41,0.18518518518518517,0.46875,RS,0.36363636363636365,15.0,0.25925925925925924,17.0,0.04543280726924914,RS,0.453125
142-263,20,142-263PL1,Absent,18715,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,16,0,21,22,0,23,17,0,0,0,0,12,32,0,0,0,11,30,0,0,31,14,0,18,0,0,29,15,24,0,26,0,0,10,0,0,6,0,7,0,19,0,25,0,20,0,0,8,0,0,5,0,27,9,0,0,1,0,2,28,0,3,0,4,11.0,21,Unicorn_Absent,-1,-1,Unicorn_Absent,119,22.0,31,0.3023255813953488,49,0.26289180990899896,0.4375,RS,0.484375,20.0,0.2926829268292683,12.0,0.04146208401527551,RS,0.36363636363636365
142-263,26,142-263PL1,Absent,14473,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,8,0,0,9,0,10,0,0,0,26,0,27,0,28,29,5,0,0,0,4,0,0,18,0,0,17,0,0,20,0,0,21,12,0,1,0,0,2,0,13,25,24,0,23,0,22,0,0,0,3,6,0,11,0,30,14,7,0,0,16,0,0,15,0,13.0,19,Unicorn_Absent,-1,-1,Unicorn_Absent,250,14.0,29,0.3488372093023256,45,0.005329457364341095,0.40625,RS,0.453125,17.0,0.2857142857142857,15.0,0.019412643106022892,RS,0.484375
142-263,27,142-263PL1,Absent,13616,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,10,0,0,11,0,13,0,9,35,0,34,0,36,0,37,0,0,14,0,0,4,0,0,26,15,25,0,0,20,22,0,27,0,28,3,0,0,0,33,16,0,8,0,24,0,23,32,17,0,18,0,31,0,38,0,2,0,1,0,7,6,30,29,14.0,18,Unicorn_Absent,-1,-1,Unicorn_Absent,264,11.0,34,0.2857142857142857,50,0.05357142857142855,0.5,RS,0.53125,13.0,0.375,19.0,0.005329457364341095,RS,0.453125
142-263,28,142-263PL1,Absent,16514,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,29,24,28,27,0,0,26,25,0,13,0,16,0,15,14,0,0,0,0,17,0,12,0,0,0,11,0,0,0,10,0,23,9,0,0,18,0,30,8,0,0,0,19,0,3,0,0,0,7,20,0,2,0,32,6,0,1,21,22,5,33,0,0,4,11.0,21,Unicorn_Absent,-1,-1,Unicorn_Absent,275,14.0,32,0.375,51,0.10499999999999998,0.46875,RS,0.5,14.0,0.32653061224489793,18.0,0.05357142857142855,RS,0.53125
142-263,29,142-263PL1,Absent,16217,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,9,0,12,0,13,11,0,10,0,0,32,0,14,0,0,33,31,17,16,15,0,0,0,20,0,0,0,18,0,19,0,21,0,5,0,0,0,6,0,23,30,0,27,26,25,24,0,0,8,0,0,7,0,0,0,3,4,1,0,29,28,2,0,34,14.0,18,Unicorn_Absent,-1,-1,Unicorn_Absent,289,20.0,33,0.32653061224489793,45,0.10204081632653061,0.421875,RS,0.515625,11.0,0.3695652173913043,21.0,0.10499999999999998,RS,0.5
142-263,30,142-263PL1,Absent,16195,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,3,27,26,25,0,1,0,2,0,0,4,0,0,0,0,0,0,18,0,0,6,0,20,21,5,0,0,23,24,19,0,0,0,0,7,0,0,0,22,0,0,17,0,0,16,30,0,15,0,0,8,28,29,0,14,0,9,13,0,12,0,11,0,10,20.0,12,Unicorn_Absent,-1,-1,Unicorn_Absent,309,20.0,30,0.3695652173913043,45,0.04398382204246709,0.515625,RS,0.46875,14.0,0.46153846153846156,18.0,0.10204081632653061,RS,0.515625
142-263,37,142-263PL1,Absent,12207,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,21,0,22,23,18,0,19,20,0,0,0,0,0,28,0,0,0,16,17,29,30,26,0,27,15,24,0,33,0,31,0,0,0,0,25,0,14,0,13,0,9,0,0,10,0,0,11,12,8,0,7,0,0,6,5,0,1,0,2,0,3,0,0,4,19.0,13,Unicorn_Absent,-1,-1,Unicorn_Absent,376,17.0,32,0.28,45,0.01809523809523811,0.5,RS,0.5,17.0,0.38636363636363635,15.0,0.025396825396825418,RS,0.46875
142-263,38,142-263PL1,Absent,13856,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,24,0,25,23,22,0,21,0,0,18,0,19,0,0,20,0,17,0,26,27,0,28,0,29,0,0,0,0,0,16,0,0,9,0,0,10,11,0,0,15,0,13,12,0,0,0,14,0,8,7,0,6,0,0,5,0,1,0,2,0,0,3,0,4,17.0,15,Unicorn_Absent,-1,-1,Unicorn_Absent,393,22.0,29,0.38636363636363635,43,0.10729386892177589,0.4375,RS,0.453125,19.0,0.32608695652173914,13.0,0.01809523809523811,RS,0.5
142-263,44,142-263PL1,Absent,20432,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,10,0,28,0,9,0,11,0,0,20,0,23,0,21,22,8,0,27,0,0,7,0,0,19,0,0,18,0,0,0,17,0,0,6,0,5,0,24,0,13,0,0,15,0,30,0,14,4,16,0,0,3,0,29,0,1,0,2,26,0,25,0,12,14.0,18,Unicorn_Absent,-1,-1,Unicorn_Absent,423,18.0,30,0.2826086956521739,52,0.16837169650468886,0.53125,RS,0.46875,16.0,0.2619047619047619,16.0,0.12693798449612403,RS,0.453125
142-263,57,142-263PL1,Absent,18959,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,17,0,11,0,0,0,10,26,0,9,0,23,0,24,0,25,16,0,30,31,0,8,0,0,0,0,0,7,0,0,0,12,15,0,14,0,0,13,0,29,3,0,28,27,5,0,0,4,0,20,0,0,19,0,0,21,1,0,22,0,2,0,0,18,11.0,21,Unicorn_Absent,-1,-1,Unicorn_Absent,596,13.0,30,0.36363636363636365,53,0.2915360501567398,0.5,RS,0.46875,6.0,0.32,26.0,0.22563718140929534,RS,0.46875
142-263,58,142-263PL1,Absent,20993,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,20,0,21,0,22,0,23,5,0,31,0,6,36,0,24,19,18,0,30,0,4,0,25,32,0,29,0,7,0,0,26,0,3,0,35,28,0,27,0,10,0,34,0,2,0,0,8,0,9,15,0,0,17,0,14,33,1,0,16,11,0,12,13,13.0,19,Unicorn_Absent,-1,-1,Unicorn_Absent,609,16.0,36,0.32,54,0.2376923076923077,0.546875,RS,0.5625,11.0,0.3333333333333333,21.0,0.2915360501567398,RS,0.46875
142-263,59,142-263PL1,Absent,16109,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,10,0,21,0,22,23,0,11,20,0,0,7,0,0,6,0,19,0,5,0,0,0,24,0,26,0,25,0,4,0,0,0,0,3,0,0,0,0,0,8,0,14,17,0,16,15,0,0,27,0,0,2,0,0,0,0,1,18,0,13,28,0,9,12,16.0,16,Unicorn_Absent,-1,-1,Unicorn_Absent,625,2.0,28,0.3333333333333333,51,0.12820512820512825,0.546875,RS,0.4375,13.0,0.40816326530612246,19.0,0.2376923076923077,RS,0.5625
142-263,2,142-263PL2,Absent,61698,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,0,15,0,14,38,13,0,34,16,4,36,45,37,39,0,35,0,0,46,44,3,40,6,0,17,1,53,2,43,41,0,8,48,9,47,51,20,42,23,0,18,54,10,52,50,12,22,21,0,25,26,11,28,27,33,32,19,49,24,31,29,30,9.0,23,Unicorn_Absent,-1,-1,Unicorn_Absent,-59,13.0,53,,55,,0.5,RS,0.828125,,0.5172413793103449,,,RS,
142-263,3,142-263PL2,Absent,37508,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,5,34,33,12,0,30,0,6,16,15,14,13,11,31,20,0,0,0,0,0,0,32,19,0,35,17,0,1,2,0,10,21,0,0,0,4,3,28,29,0,0,9,18,0,26,27,0,22,0,0,0,0,0,23,0,0,8,0,0,25,0,24,0,7,13.0,19,Unicorn_Absent,-1,-1,Unicorn_Absent,-46,11.0,35,0.5172413793103449,44,0.28468323977546117,0.390625,RS,0.546875,9.0,0.5,23.0,,RS,0.828125
142-263,4,142-263PL2,Absent,34814,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,9,0,27,26,22,42,41,4,36,10,24,25,23,0,3,40,0,0,11,0,0,2,43,0,35,28,0,12,5,0,21,20,0,37,29,1,16,13,0,0,38,0,6,0,0,17,14,0,39,7,0,30,31,0,18,15,8,34,33,0,32,0,0,19,11.0,21,Unicorn_Absent,-1,-1,Unicorn_Absent,-35,8.0,43,0.5,56,0.18085106382978722,0.546875,RS,0.671875,13.0,0.6166666666666667,19.0,0.28468323977546117,RS,0.546875
142-263,5,142-263PL2,Absent,32111,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,8,29,28,27,26,0,23,0,9,7,30,1,31,25,24,22,0,10,6,0,2,32,33,34,38,11,37,5,36,3,35,20,39,0,52,54,53,4,55,19,40,0,0,13,14,15,56,0,0,41,42,43,0,16,17,18,47,51,46,45,44,50,48,49,8.0,24,Unicorn_Absent,-1,-1,Unicorn_Absent,-27,25.0,54,0.6166666666666667,61,0.1393939393939394,0.578125,RS,0.84375,11.0,0.4166666666666667,21.0,0.18085106382978722,RS,0.671875
142-263,6,142-263PL2,Absent,15917,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,19,18,17,16,0,15,0,0,20,0,21,22,12,13,14,0,0,0,1,11,0,0,23,0,0,0,10,2,3,0,24,25,0,9,0,0,4,0,5,0,0,0,8,29,0,6,27,26,0,0,0,30,7,0,28,0,0,0,31,0,0,0,0,0,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,-2,18.0,31,0.4166666666666667,39,0.17342342342342343,0.5,RS,0.4888888888888889,8.0,0.44680851063829785,24.0,0.1393939393939394,RS,0.84375
142-263,7,142-263PL2,Absent,18751,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,16,0,15,0,32,31,0,29,17,0,0,14,33,13,28,30,20,0,19,18,3,0,27,0,0,7,6,0,0,5,0,12,0,0,0,1,34,26,25,0,21,8,0,0,0,10,0,40,0,22,0,9,35,0,24,39,0,0,23,0,36,37,0,38,18.0,14,Unicorn_Absent,-1,-1,Unicorn_Absent,16,23.0,37,0.44680851063829785,46,0.13646368305209094,0.5,RS,0.578125,25.0,0.36363636363636365,7.0,0.17342342342342343,RS,0.4888888888888889
142-263,12,142-263PL2,Absent,21698,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,12,44,45,3,0,25,24,0,43,39,4,0,27,0,2,23,42,40,0,5,0,1,22,0,11,41,13,0,6,0,21,20,0,10,35,34,0,7,0,29,0,0,14,9,8,0,28,19,0,15,36,37,38,33,18,0,0,0,16,17,32,31,0,30,15.0,17,Unicorn_Absent,-1,-1,Unicorn_Absent,40,21.0,44,0.3137254901960784,56,0.04543280726924914,0.609375,RS,0.6875,23.0,0.46296296296296297,9.0,0.010695187165775388,RS,0.578125
142-263,13,142-263PL2,Absent,14097,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,17,34,16,0,0,15,0,14,0,33,4,0,0,5,0,0,18,32,0,3,0,6,0,13,0,31,19,20,0,21,12,0,0,30,11,0,2,22,7,0,0,29,10,24,0,23,0,35,0,0,1,25,9,0,8,0,28,0,0,26,0,0,0,36,21.0,11,Unicorn_Absent,-1,-1,Unicorn_Absent,61,28.0,35,0.46296296296296297,41,0.18518518518518517,0.46875,RS,0.546875,15.0,0.2978723404255319,17.0,0.04543280726924914,RS,0.6875
142-263,20,142-263PL2,Absent,18127,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,30,0,25,0,24,0,10,23,0,0,9,8,0,0,0,0,13,29,0,12,11,21,0,22,14,1,28,0,2,0,7,0,0,15,27,3,0,37,38,39,31,0,26,0,36,6,19,0,32,4,16,35,5,0,0,41,0,0,33,34,17,0,18,0,11.0,21,Unicorn_Absent,-1,-1,Unicorn_Absent,119,22.0,39,0.5652173913043478,49,0.26289180990899896,0.4375,RS,0.609375,20.0,0.5333333333333333,12.0,0.04146208401527551,RS,0.546875
142-263,26,142-263PL2,Absent,17286,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,4,0,0,18,5,0,19,0,37,35,17,0,16,15,0,0,0,14,0,0,6,0,20,0,12,13,0,2,0,7,34,0,0,0,1,0,22,21,33,11,26,25,24,23,0,8,32,0,10,27,0,9,0,0,31,0,0,0,28,0,29,30,0,13.0,19,Unicorn_Absent,-1,-1,Unicorn_Absent,250,14.0,35,0.3541666666666667,45,0.005329457364341095,0.40625,RS,0.546875,17.0,0.23214285714285715,15.0,0.019412643106022892,RS,0.609375
142-263,27,142-263PL2,Absent,14469,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,3,22,0,0,13,0,4,0,23,0,2,0,0,21,5,25,0,24,0,14,12,0,0,0,7,1,15,0,11,20,26,6,0,16,36,35,0,0,0,0,17,0,0,18,34,19,0,0,29,0,0,30,33,0,27,0,8,0,9,0,31,32,14.0,18,Unicorn_Absent,-1,-1,Unicorn_Absent,264,11.0,34,0.23214285714285715,50,0.05357142857142855,0.5,RS,0.53125,13.0,0.48,19.0,0.005329457364341095,RS,0.546875
142-263,28,142-263PL2,Absent,17750,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,12,0,13,0,29,0,28,0,3,11,2,30,0,23,27,43,4,10,14,31,0,22,41,0,0,15,0,1,32,33,0,26,16,5,9,0,21,0,40,0,17,6,8,0,0,35,24,38,0,7,0,20,0,0,25,0,0,18,19,0,36,0,37,0,11.0,21,Unicorn_Absent,-1,-1,Unicorn_Absent,275,14.0,40,0.48,51,0.10499999999999998,0.46875,RS,0.625,14.0,0.42857142857142855,18.0,0.05357142857142855,RS,0.53125
142-263,29,142-263PL2,Absent,16069,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,34,0,11,0,12,0,0,3,0,0,0,10,0,0,4,0,32,0,2,0,0,13,0,5,0,1,0,9,0,0,0,6,0,0,0,0,24,23,0,0,7,8,0,21,0,14,19,0,30,31,20,0,15,26,0,17,29,28,27,0,25,0,14.0,18,Unicorn_Absent,-1,-1,Unicorn_Absent,289,20.0,30,0.42857142857142855,45,0.10204081632653061,0.421875,RS,0.46875,11.0,0.32558139534883723,21.0,0.10499999999999998,RS,0.625
142-263,30,142-263PL2,Absent,17917,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4,0,0,12,13,11,0,5,6,0,2,1,14,15,10,0,0,7,0,0,0,9,0,21,0,0,22,0,8,0,16,0,0,20,0,19,0,0,0,0,0,0,23,0,18,0,17,0,0,0,0,24,0,25,0,0,0,28,0,27,0,0,26,20.0,12,Unicorn_Absent,-1,-1,Unicorn_Absent,309,20.0,27,0.32558139534883723,45,0.04398382204246709,0.515625,RS,0.421875,14.0,0.3170731707317073,18.0,0.10204081632653061,RS,0.46875
142-263,37,142-263PL2,Absent,13679,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,7,0,11,0,10,0,9,0,6,0,0,1,0,26,0,27,0,12,0,2,0,25,24,0,0,0,0,0,0,3,22,23,17,5,0,0,4,0,21,0,16,0,13,0,0,18,0,0,0,0,0,0,0,0,0,20,15,0,0,14,0,0,19,0,19.0,13,Unicorn_Absent,-1,-1,Unicorn_Absent,376,17.0,26,0.2619047619047619,45,0.01809523809523811,0.5,RS,0.40625,17.0,0.27906976744186046,15.0,0.025396825396825418,RS,0.421875
142-263,38,142-263PL2,Absent,12631,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,7,0,0,16,0,0,15,0,0,0,8,0,17,0,6,0,1,25,26,9,0,0,5,0,0,24,0,0,0,14,0,0,0,2,19,18,23,0,0,4,3,0,0,10,0,27,13,0,0,11,20,0,0,0,28,29,12,0,21,0,22,17.0,15,Unicorn_Absent,-1,-1,Unicorn_Absent,393,22.0,29,0.27906976744186046,43,0.10729386892177589,0.4375,RS,0.453125,19.0,0.1875,13.0,0.01809523809523811,RS,0.40625
142-263,44,142-263PL2,Absent,21717,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,6,0,0,20,0,0,7,23,22,0,21,0,0,8,0,0,2,0,1,5,19,0,18,24,10,0,9,44,0,43,42,34,0,25,3,0,4,15,0,33,36,0,37,38,27,0,28,0,0,11,12,39,13,14,40,32,0,31,0,30,0,29,41,14.0,18,Unicorn_Absent,-1,-1,Unicorn_Absent,423,18.0,40,0.45098039215686275,52,0.16837169650468886,0.53125,RS,0.625,16.0,0.4716981132075472,16.0,0.12693798449612403,RS,0.453125
142-263,57,142-263PL2,Absent,18293,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,4,0,18,0,19,0,13,0,3,0,0,17,0,12,0,50,0,35,34,0,16,0,15,0,5,36,33,2,10,0,20,21,0,38,32,1,0,23,22,48,39,6,0,31,0,9,24,49,40,42,7,30,8,27,26,46,41,0,0,29,43,44,0,45,11.0,21,Unicorn_Absent,-1,-1,Unicorn_Absent,596,13.0,44,0.6551724137931034,53,0.2915360501567398,0.5,RS,0.6875,6.0,0.5576923076923077,26.0,0.22563718140929534,RS,0.625
142-263,58,142-263PL2,Absent,20934,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,15,0,34,3,0,33,0,2,6,0,14,0,13,0,32,0,0,0,5,0,0,12,31,0,22,21,1,11,0,0,30,23,0,24,35,10,0,20,29,0,7,0,25,0,9,0,0,17,39,38,36,37,26,19,28,0,0,0,8,0,18,27,0,13.0,19,Unicorn_Absent,-1,-1,Unicorn_Absent,609,16.0,37,0.5576923076923077,54,0.2376923076923077,0.546875,RS,0.578125,11.0,0.46153846153846156,21.0,0.2915360501567398,RS,0.6875
142-263,59,142-263PL2,Absent,15092,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,3,0,22,0,0,32,42,4,12,14,21,0,31,0,0,0,11,0,0,2,30,36,41,5,0,0,1,23,29,34,40,0,10,15,20,24,0,0,39,6,0,16,19,0,33,0,0,7,9,0,18,25,0,0,37,8,0,17,0,26,0,27,38,16.0,16,Unicorn_Absent,-1,-1,Unicorn_Absent,625,2.0,39,0.46153846153846156,51,0.12820512820512825,0.546875,RS,0.609375,13.0,0.3898305084745763,19.0,0.2376923076923077,RS,0.578125
151-962,2,151-962PL1,Absent,28322,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,14,0,21,0,0,20,0,10,0,0,22,11,0,19,1,0,0,7,23,24,0,18,0,26,25,2,0,0,12,0,13,0,27,0,3,0,0,0,0,6,28,15,4,0,0,17,16,5,0,0,31,0,8,0,0,0,29,30,0,9,0,9.0,23,Unicorn_Absent,-1,-1,Unicorn_Absent,35,20.0,31,,48,,0.390625,RS,0.484375,,0.2682926829268293,,,RS,
